Hydrophobicity,Polarity,Class
-23,18,nonDRNA
-50,-9,nonDRNA
2,3,nonDRNA
-8,6,nonDRNA
-10,-4,nonDRNA
-10,-4,nonDRNA
-14,11,nonDRNA
-7,3,nonDRNA
-20,36,nonDRNA
91,8,nonDRNA
-48,-61,nonDRNA
-15,6,nonDRNA
-19,11,nonDRNA
-105,1,nonDRNA
-45,-1,nonDRNA
-48,53,nonDRNA
-9,6,nonDRNA
38,37,nonDRNA
-27,-4,nonDRNA
-44,-3,nonDRNA
-38,16,nonDRNA
-33,1,nonDRNA
-41,-1,nonDRNA
-261,-29,nonDRNA
-9,54,nonDRNA
57,25,nonDRNA
-22,-4,nonDRNA
-25,14,nonDRNA
115,-18,nonDRNA
-8,2,nonDRNA
-3,2,nonDRNA
-45,-8,nonDRNA
-42,20,nonDRNA
-96,0,nonDRNA
-4,6,nonDRNA
-46,0,nonDRNA
-4,12,nonDRNA
-73,0,nonDRNA
-7,7,nonDRNA
-22,50,nonDRNA
-28,3,nonDRNA
-14,-1,nonDRNA
-48,17,nonDRNA
-63,10,nonDRNA
-93,8,nonDRNA
-93,8,nonDRNA
-87,21,nonDRNA
-27,-1,nonDRNA
-12,9,nonDRNA
-107,5,nonDRNA
-28,0,nonDRNA
-14,12,nonDRNA
-560,8,nonDRNA
-82,10,nonDRNA
-40,4,nonDRNA
-11,5,nonDRNA
5,5,nonDRNA
-30,12,nonDRNA
-48,-4,nonDRNA
0,4,nonDRNA
-226,14,nonDRNA
-125,11,nonDRNA
-18,0,nonDRNA
-124,6,nonDRNA
220,19,nonDRNA
-87,3,nonDRNA
-17,4,nonDRNA
-27,1,nonDRNA
-30,4,nonDRNA
-65,5,nonDRNA
-27,12,nonDRNA
-55,2,nonDRNA
0,-8,nonDRNA
-2,18,nonDRNA
-78,8,nonDRNA
-39,28,nonDRNA
70,-1,nonDRNA
-12,5,nonDRNA
-58,-2,nonDRNA
-43,-3,nonDRNA
-81,10,nonDRNA
-138,1,nonDRNA
-28,1,nonDRNA
-8,-5,nonDRNA
-14,3,nonDRNA
-13,13,nonDRNA
-20,-14,nonDRNA
-64,14,nonDRNA
-82,-2,nonDRNA
-78,1,nonDRNA
-53,3,nonDRNA
-68,1,nonDRNA
-69,5,nonDRNA
45,48,nonDRNA
-35,-1,nonDRNA
-13,-7,nonDRNA
-47,-4,nonDRNA
-46,0,nonDRNA
-45,3,nonDRNA
2,1,nonDRNA
2,1,nonDRNA
-53,5,nonDRNA
-46,4,nonDRNA
-16,10,nonDRNA
-97,9,nonDRNA
-115,-13,nonDRNA
-27,0,nonDRNA
-140,7,nonDRNA
-17,0,nonDRNA
-40,5,nonDRNA
7,-30,nonDRNA
-110,-1,nonDRNA
14,40,nonDRNA
-42,5,nonDRNA
-51,-5,nonDRNA
-37,2,nonDRNA
-39,-7,nonDRNA
-25,0,nonDRNA
-41,15,nonDRNA
6,-11,nonDRNA
-34,-16,nonDRNA
-10,-9,nonDRNA
-170,9,nonDRNA
-30,-7,nonDRNA
-91,-18,nonDRNA
-41,-3,nonDRNA
-27,-5,nonDRNA
-93,-21,nonDRNA
-56,5,nonDRNA
22,23,nonDRNA
-2,6,nonDRNA
-90,1,nonDRNA
15,-4,nonDRNA
14,11,nonDRNA
-52,12,nonDRNA
0,-2,nonDRNA
-56,3,nonDRNA
-87,5,nonDRNA
-51,4,nonDRNA
-11,-4,nonDRNA
-5,-3,nonDRNA
-46,2,nonDRNA
-44,-4,nonDRNA
-72,0,nonDRNA
0,27,nonDRNA
4,1,nonDRNA
17,2,nonDRNA
18,14,nonDRNA
27,9,nonDRNA
-99,-13,nonDRNA
-76,2,nonDRNA
-4,-1,nonDRNA
-49,3,nonDRNA
-89,4,nonDRNA
17,4,nonDRNA
-45,1,nonDRNA
23,14,nonDRNA
-200,0,nonDRNA
-17,0,nonDRNA
-36,0,nonDRNA
32,-15,nonDRNA
-25,-3,nonDRNA
32,-4,nonDRNA
-37,-6,nonDRNA
-39,6,nonDRNA
-31,9,nonDRNA
-97,14,nonDRNA
-86,11,nonDRNA
-10,7,nonDRNA
89,7,nonDRNA
-118,2,nonDRNA
-35,-1,nonDRNA
-11,-4,nonDRNA
-36,16,nonDRNA
-35,5,nonDRNA
-19,13,nonDRNA
-47,6,nonDRNA
40,-8,nonDRNA
-46,3,nonDRNA
-36,-20,nonDRNA
-10,6,nonDRNA
-16,0,nonDRNA
18,0,nonDRNA
-5,-4,nonDRNA
-15,-5,nonDRNA
-23,3,nonDRNA
-6,9,nonDRNA
-6,9,nonDRNA
1,2,nonDRNA
-63,9,nonDRNA
-28,-1,nonDRNA
-59,-1,nonDRNA
33,5,nonDRNA
-114,-9,nonDRNA
-1,6,nonDRNA
-7,1,nonDRNA
-18,6,nonDRNA
-48,0,nonDRNA
-25,1,nonDRNA
-37,6,nonDRNA
-21,-1,nonDRNA
5,13,nonDRNA
-66,9,nonDRNA
-39,0,nonDRNA
12,24,nonDRNA
-58,-5,nonDRNA
-62,8,nonDRNA
-70,1,nonDRNA
-88,4,nonDRNA
-95,-1,nonDRNA
-5,-3,nonDRNA
199,8,nonDRNA
165,21,nonDRNA
23,4,nonDRNA
-24,2,nonDRNA
-4,-2,nonDRNA
-4,2,nonDRNA
-1,-4,nonDRNA
-15,-5,nonDRNA
8,3,nonDRNA
-81,-4,nonDRNA
-33,-3,nonDRNA
-7,8,nonDRNA
-27,10,nonDRNA
-15,6,nonDRNA
-43,-1,nonDRNA
-27,9,nonDRNA
-39,-8,nonDRNA
-71,3,nonDRNA
79,4,nonDRNA
-5,4,nonDRNA
-64,-10,nonDRNA
183,-17,nonDRNA
0,-8,nonDRNA
-2,-1,nonDRNA
38,23,nonDRNA
40,19,nonDRNA
9,-24,nonDRNA
-68,-4,nonDRNA
-10,12,nonDRNA
21,8,nonDRNA
-52,-5,nonDRNA
-18,-9,nonDRNA
-9,2,nonDRNA
225,2,nonDRNA
3,12,nonDRNA
-6,11,nonDRNA
-42,2,nonDRNA
-24,9,nonDRNA
-60,8,nonDRNA
-5,-5,nonDRNA
-29,4,nonDRNA
-85,0,nonDRNA
15,-3,nonDRNA
38,7,nonDRNA
-103,8,nonDRNA
125,18,nonDRNA
-4,1,nonDRNA
-10,-7,nonDRNA
17,9,nonDRNA
-30,20,nonDRNA
-14,3,nonDRNA
-17,6,nonDRNA
-26,-17,nonDRNA
12,6,nonDRNA
-36,-3,nonDRNA
6,-5,nonDRNA
-7,4,nonDRNA
-12,23,nonDRNA
-44,-4,nonDRNA
22,12,nonDRNA
6,6,nonDRNA
4,5,nonDRNA
-20,-5,nonDRNA
-40,3,nonDRNA
-33,-1,nonDRNA
-47,0,nonDRNA
-27,-1,nonDRNA
-21,5,nonDRNA
-19,5,nonDRNA
-29,-18,nonDRNA
-30,-15,nonDRNA
-73,8,nonDRNA
-53,0,nonDRNA
-45,-7,nonDRNA
-39,2,nonDRNA
17,9,nonDRNA
-92,17,nonDRNA
-53,9,nonDRNA
-9,9,nonDRNA
-29,3,nonDRNA
-7,-4,nonDRNA
-22,1,nonDRNA
3,5,nonDRNA
-15,5,nonDRNA
-19,-3,nonDRNA
-11,-3,nonDRNA
-82,-30,nonDRNA
-6,-6,nonDRNA
-74,3,nonDRNA
-12,-18,nonDRNA
-23,8,nonDRNA
-53,4,nonDRNA
-40,0,nonDRNA
-29,-4,nonDRNA
-41,-4,nonDRNA
-19,6,nonDRNA
-58,5,nonDRNA
-31,-14,nonDRNA
14,20,nonDRNA
-34,15,nonDRNA
-65,16,nonDRNA
-63,18,nonDRNA
-37,-3,nonDRNA
-74,-4,nonDRNA
-59,-18,nonDRNA
-33,1,nonDRNA
-19,-12,nonDRNA
-27,-1,nonDRNA
-72,1,nonDRNA
33,14,nonDRNA
-4,2,nonDRNA
371,-160,nonDRNA
367,-157,nonDRNA
-24,8,nonDRNA
-267,17,nonDRNA
-28,3,nonDRNA
-179,27,nonDRNA
-47,0,nonDRNA
-59,-30,nonDRNA
-29,13,nonDRNA
-22,17,nonDRNA
-52,7,nonDRNA
-52,6,nonDRNA
-19,7,nonDRNA
-38,4,nonDRNA
-5,-3,nonDRNA
48,14,nonDRNA
-303,105,nonDRNA
-301,103,nonDRNA
-301,105,nonDRNA
-301,107,nonDRNA
-297,105,nonDRNA
-344,107,nonDRNA
-336,106,nonDRNA
-344,113,nonDRNA
-22,2,nonDRNA
3,1,nonDRNA
-29,1,nonDRNA
-10,18,nonDRNA
3,14,nonDRNA
-26,34,nonDRNA
-19,-6,nonDRNA
-93,14,nonDRNA
-37,2,nonDRNA
-42,-11,nonDRNA
-6,4,nonDRNA
-30,11,nonDRNA
-27,0,nonDRNA
-46,6,nonDRNA
-29,3,nonDRNA
-35,1,nonDRNA
-30,7,nonDRNA
-9,5,nonDRNA
-9,7,nonDRNA
-25,4,nonDRNA
-11,8,nonDRNA
-11,8,nonDRNA
-10,5,nonDRNA
-10,3,nonDRNA
-8,4,nonDRNA
-54,8,nonDRNA
-25,-3,nonDRNA
-85,16,nonDRNA
-43,1,nonDRNA
112,33,nonDRNA
17,16,nonDRNA
-23,5,nonDRNA
-27,5,nonDRNA
34,-10,nonDRNA
-84,1,nonDRNA
-86,0,nonDRNA
-51,5,nonDRNA
-26,14,nonDRNA
-32,20,nonDRNA
-94,7,nonDRNA
-97,1,nonDRNA
-27,-7,nonDRNA
-2,11,nonDRNA
-34,-1,nonDRNA
-353,109,nonDRNA
-85,20,nonDRNA
-26,9,nonDRNA
-67,10,nonDRNA
-26,-5,nonDRNA
-70,5,nonDRNA
-23,-6,nonDRNA
-1,-13,nonDRNA
-25,12,nonDRNA
-129,69,nonDRNA
-57,-1,nonDRNA
-57,2,nonDRNA
-62,-3,nonDRNA
-53,-1,nonDRNA
8,-12,nonDRNA
-25,-14,nonDRNA
-89,4,nonDRNA
-56,1,nonDRNA
-14,9,nonDRNA
-55,23,nonDRNA
-30,9,nonDRNA
-78,2,nonDRNA
-16,-4,nonDRNA
-26,12,nonDRNA
-141,9,nonDRNA
-9,24,nonDRNA
-114,8,nonDRNA
14,36,nonDRNA
-54,-3,nonDRNA
-35,3,nonDRNA
-141,-50,nonDRNA
-19,6,nonDRNA
-61,2,nonDRNA
125,-4,nonDRNA
51,19,nonDRNA
-42,6,nonDRNA
-162,1,nonDRNA
5,9,nonDRNA
-6,5,nonDRNA
-7,-6,nonDRNA
12,-3,nonDRNA
9,-17,nonDRNA
-76,-8,nonDRNA
-4,-6,nonDRNA
-35,8,nonDRNA
-20,3,nonDRNA
-16,6,nonDRNA
2,8,nonDRNA
-18,-1,nonDRNA
19,27,nonDRNA
2,12,nonDRNA
224,3,nonDRNA
-44,33,nonDRNA
-67,0,nonDRNA
-101,-14,nonDRNA
-16,-4,nonDRNA
12,-8,nonDRNA
-19,3,nonDRNA
-8,-3,nonDRNA
-14,-3,nonDRNA
-12,1,nonDRNA
-23,4,nonDRNA
-70,0,nonDRNA
-39,31,nonDRNA
-27,-3,nonDRNA
-98,2,nonDRNA
-94,-1,nonDRNA
-61,8,nonDRNA
-12,-3,nonDRNA
-40,0,nonDRNA
-47,9,nonDRNA
-20,-4,nonDRNA
-19,4,nonDRNA
-41,-2,nonDRNA
-31,10,nonDRNA
-6,3,nonDRNA
-60,4,nonDRNA
117,67,nonDRNA
-25,-1,nonDRNA
-28,6,nonDRNA
-69,6,nonDRNA
7,6,nonDRNA
-83,-1,nonDRNA
179,52,nonDRNA
-47,4,nonDRNA
-16,5,nonDRNA
-22,0,nonDRNA
-204,41,nonDRNA
-194,31,nonDRNA
-230,37,nonDRNA
-214,38,nonDRNA
-6,20,nonDRNA
-14,4,nonDRNA
-194,38,nonDRNA
-19,-2,nonDRNA
-49,8,nonDRNA
-63,4,nonDRNA
-50,7,nonDRNA
-3,1,nonDRNA
-41,-13,nonDRNA
-8,5,nonDRNA
-25,2,nonDRNA
-40,2,nonDRNA
-91,-5,nonDRNA
-12,9,nonDRNA
-36,5,nonDRNA
-182,12,nonDRNA
-8,2,nonDRNA
-58,1,nonDRNA
-17,13,nonDRNA
-54,-5,nonDRNA
-50,12,nonDRNA
-34,7,nonDRNA
-21,9,nonDRNA
-37,4,nonDRNA
-44,3,nonDRNA
-59,4,nonDRNA
-58,0,nonDRNA
-55,6,nonDRNA
-49,-19,nonDRNA
-7,-7,nonDRNA
0,1,nonDRNA
14,3,nonDRNA
-143,74,nonDRNA
-53,-14,nonDRNA
-6,2,nonDRNA
-41,2,nonDRNA
-51,-5,nonDRNA
-103,10,nonDRNA
-7,5,nonDRNA
15,2,nonDRNA
-48,13,nonDRNA
-45,29,nonDRNA
-77,9,nonDRNA
-202,15,nonDRNA
-55,23,nonDRNA
-21,5,nonDRNA
-67,6,nonDRNA
-12,3,nonDRNA
-31,-5,nonDRNA
-275,-41,nonDRNA
-93,9,nonDRNA
-96,3,nonDRNA
-25,-4,nonDRNA
-33,13,nonDRNA
-52,2,nonDRNA
-31,7,nonDRNA
-59,4,nonDRNA
-17,20,nonDRNA
-61,17,nonDRNA
-30,13,nonDRNA
-38,4,nonDRNA
-42,-6,nonDRNA
-73,-5,nonDRNA
-48,-2,nonDRNA
-64,-14,nonDRNA
-56,3,nonDRNA
-70,5,nonDRNA
-18,-2,nonDRNA
35,41,nonDRNA
-79,18,nonDRNA
-51,-1,nonDRNA
-29,-2,nonDRNA
-69,5,nonDRNA
-92,-3,nonDRNA
-21,-1,nonDRNA
-3,6,nonDRNA
-67,-2,nonDRNA
-62,12,nonDRNA
-26,0,nonDRNA
-53,10,nonDRNA
91,-17,nonDRNA
85,-19,nonDRNA
72,-27,nonDRNA
17,4,nonDRNA
-9,-4,nonDRNA
-51,-1,nonDRNA
-612,-90,nonDRNA
-69,-8,nonDRNA
-7,12,nonDRNA
-33,-38,nonDRNA
-75,6,nonDRNA
-11,-1,nonDRNA
-36,13,nonDRNA
-139,13,nonDRNA
-44,-3,nonDRNA
-47,11,nonDRNA
-17,-23,nonDRNA
-46,18,nonDRNA
-27,-2,nonDRNA
-90,-1,nonDRNA
-24,2,nonDRNA
-127,1,nonDRNA
-21,-2,nonDRNA
-13,5,nonDRNA
-45,-8,nonDRNA
-63,4,nonDRNA
-12,1,nonDRNA
-18,-7,nonDRNA
-112,17,nonDRNA
-42,28,nonDRNA
-38,-4,nonDRNA
-65,3,nonDRNA
-5,5,nonDRNA
-56,-23,nonDRNA
-34,-3,nonDRNA
-36,6,nonDRNA
-44,-5,nonDRNA
-123,19,nonDRNA
-43,1,nonDRNA
-63,9,nonDRNA
-32,4,nonDRNA
-8,9,nonDRNA
157,7,nonDRNA
-73,2,nonDRNA
-133,20,nonDRNA
-19,29,nonDRNA
-32,-2,nonDRNA
-38,14,nonDRNA
-63,9,nonDRNA
-24,11,nonDRNA
-21,-8,nonDRNA
-1,2,nonDRNA
-55,-7,nonDRNA
-96,4,nonDRNA
-34,0,nonDRNA
-36,10,nonDRNA
-40,-2,nonDRNA
-21,3,nonDRNA
-50,-10,nonDRNA
-43,14,nonDRNA
-25,-2,nonDRNA
-31,16,nonDRNA
-36,0,nonDRNA
-23,8,nonDRNA
-110,1,nonDRNA
-73,11,nonDRNA
25,-7,nonDRNA
-9,1,nonDRNA
36,25,nonDRNA
-64,0,nonDRNA
-48,-4,nonDRNA
-24,-17,nonDRNA
-22,3,nonDRNA
-87,1,nonDRNA
-1,-9,nonDRNA
-44,-1,nonDRNA
-63,-1,nonDRNA
1,26,nonDRNA
16,24,nonDRNA
83,2,nonDRNA
-60,2,nonDRNA
-61,4,nonDRNA
-53,-2,nonDRNA
12,5,nonDRNA
-129,-15,nonDRNA
13,-3,nonDRNA
93,5,nonDRNA
-77,15,nonDRNA
-49,16,nonDRNA
-74,4,nonDRNA
-31,28,nonDRNA
-4,-1,nonDRNA
-31,6,nonDRNA
-56,-1,nonDRNA
-73,18,nonDRNA
-42,17,nonDRNA
-42,17,nonDRNA
-97,-16,nonDRNA
-121,45,nonDRNA
-65,-12,nonDRNA
-20,-6,nonDRNA
-12,-19,nonDRNA
21,-12,nonDRNA
-22,8,nonDRNA
-84,-4,nonDRNA
-133,-7,nonDRNA
-38,13,nonDRNA
-56,5,nonDRNA
-18,19,nonDRNA
-43,2,nonDRNA
-52,-2,nonDRNA
-41,3,nonDRNA
-141,43,nonDRNA
-91,23,nonDRNA
-29,-6,nonDRNA
-10,1,nonDRNA
-110,8,nonDRNA
-4,2,nonDRNA
-34,-2,nonDRNA
-49,-3,nonDRNA
-35,-6,nonDRNA
-106,2,nonDRNA
-21,3,nonDRNA
-24,3,nonDRNA
-8,1,nonDRNA
7,-3,nonDRNA
-39,-10,nonDRNA
-32,-6,nonDRNA
-50,7,nonDRNA
-61,-2,nonDRNA
-10,-3,nonDRNA
109,47,nonDRNA
6,-2,nonDRNA
12,-15,nonDRNA
-85,-6,nonDRNA
-21,12,nonDRNA
-30,7,nonDRNA
-175,-8,nonDRNA
-25,5,nonDRNA
-90,-1,nonDRNA
-30,3,nonDRNA
160,86,nonDRNA
-26,18,nonDRNA
-25,0,nonDRNA
-69,9,nonDRNA
-109,26,nonDRNA
-61,-13,nonDRNA
-19,7,nonDRNA
-59,-2,nonDRNA
-273,-43,nonDRNA
-8,16,nonDRNA
-13,4,nonDRNA
-72,-4,nonDRNA
-98,6,nonDRNA
-94,3,nonDRNA
-74,27,nonDRNA
-29,-7,nonDRNA
-78,24,nonDRNA
-85,7,nonDRNA
-40,-1,nonDRNA
-13,7,nonDRNA
-58,4,nonDRNA
-37,5,nonDRNA
-55,0,nonDRNA
-8,0,nonDRNA
-8,0,nonDRNA
-8,0,nonDRNA
-74,5,nonDRNA
2,12,nonDRNA
-66,-1,nonDRNA
-106,-10,nonDRNA
-12,16,nonDRNA
-124,4,nonDRNA
-9,6,nonDRNA
-60,3,nonDRNA
-53,1,nonDRNA
-76,5,nonDRNA
-78,8,nonDRNA
-23,-18,nonDRNA
-76,12,nonDRNA
-40,3,nonDRNA
-48,7,nonDRNA
-5,-13,nonDRNA
-45,-1,nonDRNA
127,30,nonDRNA
-40,-20,nonDRNA
-10,18,nonDRNA
-33,4,nonDRNA
11,17,nonDRNA
-46,-9,nonDRNA
-70,1,nonDRNA
-78,2,nonDRNA
-60,4,nonDRNA
8,26,nonDRNA
-49,5,nonDRNA
-66,3,nonDRNA
-4,0,nonDRNA
-65,-11,nonDRNA
-33,4,nonDRNA
-63,20,nonDRNA
-57,12,nonDRNA
3,5,nonDRNA
0,5,nonDRNA
3,4,nonDRNA
5,5,nonDRNA
-3,0,nonDRNA
-99,-3,nonDRNA
-63,2,nonDRNA
21,1,nonDRNA
-3,-15,nonDRNA
-24,-1,nonDRNA
-58,0,nonDRNA
-56,2,nonDRNA
-8,5,nonDRNA
-73,5,nonDRNA
-75,10,nonDRNA
-5,1,nonDRNA
-23,12,nonDRNA
-13,-20,nonDRNA
-45,-10,nonDRNA
-11,-6,nonDRNA
-145,6,nonDRNA
-10,1,nonDRNA
63,10,nonDRNA
-10,1,nonDRNA
-82,29,nonDRNA
-59,9,nonDRNA
-42,0,nonDRNA
-56,3,nonDRNA
38,40,nonDRNA
-47,9,nonDRNA
-33,12,nonDRNA
-33,4,nonDRNA
-20,-2,nonDRNA
-1,-1,nonDRNA
-113,5,nonDRNA
-52,5,nonDRNA
-45,-25,nonDRNA
0,-4,nonDRNA
-46,-12,nonDRNA
-8,1,nonDRNA
-37,7,nonDRNA
3,-3,nonDRNA
-9,6,nonDRNA
-17,-9,nonDRNA
-99,14,nonDRNA
62,12,nonDRNA
-80,-15,nonDRNA
24,72,nonDRNA
-28,-3,nonDRNA
17,-1,nonDRNA
-44,1,nonDRNA
-47,-4,nonDRNA
-43,21,nonDRNA
-30,3,nonDRNA
-22,-5,nonDRNA
-38,10,nonDRNA
-42,12,nonDRNA
-11,1,nonDRNA
24,13,nonDRNA
6,-1,nonDRNA
-12,23,nonDRNA
-24,-3,nonDRNA
-8,-6,nonDRNA
-22,-1,nonDRNA
-29,2,nonDRNA
-34,6,nonDRNA
-32,7,nonDRNA
-28,6,nonDRNA
-48,5,nonDRNA
-62,0,nonDRNA
33,-4,nonDRNA
-3,2,nonDRNA
-42,1,nonDRNA
7,30,nonDRNA
-46,-6,nonDRNA
-39,-3,nonDRNA
-68,12,nonDRNA
-53,5,nonDRNA
-37,-5,nonDRNA
-52,-9,nonDRNA
3,-9,nonDRNA
-29,-1,nonDRNA
-11,12,nonDRNA
-29,-3,nonDRNA
-23,10,nonDRNA
15,14,nonDRNA
-13,4,nonDRNA
-55,8,nonDRNA
-43,11,nonDRNA
-10,-2,nonDRNA
-5,-1,nonDRNA
-35,0,nonDRNA
-33,24,nonDRNA
-34,1,nonDRNA
-100,29,nonDRNA
-37,-8,nonDRNA
-15,-4,nonDRNA
-70,2,nonDRNA
-48,5,nonDRNA
-96,2,nonDRNA
-4,-4,nonDRNA
-45,0,nonDRNA
-31,-1,nonDRNA
-47,-3,nonDRNA
-12,2,nonDRNA
-74,3,nonDRNA
14,10,nonDRNA
7,-3,nonDRNA
-82,16,nonDRNA
-24,-17,nonDRNA
-67,-6,nonDRNA
-38,-4,nonDRNA
-61,-1,nonDRNA
-31,-9,nonDRNA
-13,12,nonDRNA
-107,10,nonDRNA
79,68,nonDRNA
10,17,nonDRNA
23,4,nonDRNA
53,9,nonDRNA
14,16,nonDRNA
51,5,nonDRNA
-41,-33,nonDRNA
-72,1,nonDRNA
15,6,nonDRNA
-35,5,nonDRNA
-64,12,nonDRNA
-28,1,nonDRNA
-28,4,nonDRNA
-93,0,nonDRNA
2,5,nonDRNA
-81,-13,nonDRNA
-64,4,nonDRNA
-20,-9,nonDRNA
-17,8,nonDRNA
-29,-3,nonDRNA
-63,-1,nonDRNA
0,-6,nonDRNA
-16,-1,nonDRNA
-15,-6,nonDRNA
-21,6,nonDRNA
-19,7,nonDRNA
-2,-10,nonDRNA
-18,8,nonDRNA
-7,2,nonDRNA
-28,8,nonDRNA
-11,3,nonDRNA
-44,0,nonDRNA
-20,18,nonDRNA
-28,5,nonDRNA
-28,4,nonDRNA
-23,2,nonDRNA
-24,1,nonDRNA
-56,-2,nonDRNA
-77,1,nonDRNA
-73,8,nonDRNA
-73,-2,nonDRNA
-27,5,nonDRNA
-40,-1,nonDRNA
3,-5,nonDRNA
55,46,nonDRNA
-6,-18,nonDRNA
-120,2,nonDRNA
-51,-6,nonDRNA
-44,1,nonDRNA
-33,-3,nonDRNA
-63,27,nonDRNA
-13,13,nonDRNA
-33,11,nonDRNA
-39,-4,nonDRNA
-2,-3,nonDRNA
-8,4,nonDRNA
-76,9,nonDRNA
-28,25,nonDRNA
-111,1,nonDRNA
-57,11,nonDRNA
-60,3,nonDRNA
-82,3,nonDRNA
4,36,nonDRNA
-15,21,nonDRNA
-24,0,nonDRNA
-82,14,nonDRNA
-82,15,nonDRNA
-86,9,nonDRNA
-238,-71,nonDRNA
-117,10,nonDRNA
-77,4,nonDRNA
-67,18,nonDRNA
-41,3,nonDRNA
-46,26,nonDRNA
-43,9,nonDRNA
-123,6,nonDRNA
-6,7,nonDRNA
-19,5,nonDRNA
-73,-1,nonDRNA
-143,31,nonDRNA
-63,-6,nonDRNA
-74,9,nonDRNA
-99,1,nonDRNA
-115,-7,nonDRNA
-55,1,nonDRNA
2,-1,nonDRNA
-35,4,nonDRNA
-19,2,nonDRNA
17,2,nonDRNA
-31,4,nonDRNA
-43,-2,nonDRNA
-24,-7,nonDRNA
3,-2,nonDRNA
-40,5,nonDRNA
-71,2,nonDRNA
-9,17,nonDRNA
-9,19,nonDRNA
-77,16,nonDRNA
-16,2,nonDRNA
-70,7,nonDRNA
-73,-2,nonDRNA
104,2,nonDRNA
-124,3,nonDRNA
-128,22,nonDRNA
4,-4,nonDRNA
-68,-1,nonDRNA
-63,13,nonDRNA
-60,-5,nonDRNA
-17,4,nonDRNA
-48,4,nonDRNA
-60,12,nonDRNA
-41,-8,nonDRNA
-20,-3,nonDRNA
-52,-7,nonDRNA
-3,-3,nonDRNA
10,-2,nonDRNA
-3,-20,nonDRNA
-80,1,nonDRNA
-31,-8,nonDRNA
-10,5,nonDRNA
-70,-6,nonDRNA
-37,-23,nonDRNA
-8,-2,nonDRNA
-67,-3,nonDRNA
-112,-7,nonDRNA
-95,13,nonDRNA
-30,7,nonDRNA
10,35,nonDRNA
-39,6,nonDRNA
-103,9,nonDRNA
-28,6,nonDRNA
-32,4,nonDRNA
-7,3,nonDRNA
-25,10,nonDRNA
-59,3,nonDRNA
-61,-1,nonDRNA
-8,2,nonDRNA
-29,1,nonDRNA
-64,4,nonDRNA
-109,5,nonDRNA
-30,3,nonDRNA
-56,16,nonDRNA
-70,-11,nonDRNA
-17,3,nonDRNA
-89,32,nonDRNA
-42,-5,nonDRNA
-18,8,nonDRNA
-8,14,nonDRNA
-22,8,nonDRNA
-32,9,nonDRNA
-26,-11,nonDRNA
-124,24,nonDRNA
-18,-10,nonDRNA
-22,-16,nonDRNA
-103,6,nonDRNA
3,1,nonDRNA
-26,1,nonDRNA
-47,-6,nonDRNA
-24,3,nonDRNA
0,16,nonDRNA
-33,1,nonDRNA
-43,-1,nonDRNA
-20,0,nonDRNA
-48,-5,nonDRNA
45,-52,nonDRNA
-38,3,nonDRNA
-196,7,nonDRNA
17,36,nonDRNA
-35,-3,nonDRNA
-22,-4,nonDRNA
-51,-11,nonDRNA
-49,-11,nonDRNA
-49,-12,nonDRNA
18,-1,nonDRNA
2,1,nonDRNA
-46,-5,nonDRNA
-7,2,nonDRNA
-39,-3,nonDRNA
-11,-20,nonDRNA
-23,-15,nonDRNA
-28,-15,nonDRNA
-33,-15,nonDRNA
-55,-2,nonDRNA
74,18,nonDRNA
-65,-11,nonDRNA
-134,16,nonDRNA
-23,5,nonDRNA
-61,28,nonDRNA
-18,10,nonDRNA
-35,4,nonDRNA
-53,-9,nonDRNA
-11,0,nonDRNA
-34,1,nonDRNA
0,-1,nonDRNA
0,-1,nonDRNA
0,0,nonDRNA
-41,-4,nonDRNA
-43,-5,nonDRNA
-28,2,nonDRNA
-75,13,nonDRNA
12,-4,nonDRNA
-18,-4,nonDRNA
-42,-11,nonDRNA
-27,3,nonDRNA
-21,16,nonDRNA
-11,0,nonDRNA
-37,0,nonDRNA
-24,14,nonDRNA
-26,19,nonDRNA
-34,-1,nonDRNA
6,-20,nonDRNA
-20,1,nonDRNA
-20,1,nonDRNA
-90,7,nonDRNA
-87,6,nonDRNA
-31,3,nonDRNA
52,19,nonDRNA
-20,-8,nonDRNA
82,100,nonDRNA
-349,47,nonDRNA
-69,30,nonDRNA
-34,-6,nonDRNA
-74,2,nonDRNA
-46,3,nonDRNA
-56,14,nonDRNA
-20,-5,nonDRNA
-65,2,nonDRNA
-48,-4,nonDRNA
-56,-8,nonDRNA
-41,-3,nonDRNA
-184,32,nonDRNA
186,11,nonDRNA
-13,14,nonDRNA
-79,31,nonDRNA
-27,11,nonDRNA
-46,-1,nonDRNA
-9,-2,nonDRNA
-11,7,nonDRNA
74,50,nonDRNA
-77,-6,nonDRNA
-5,2,nonDRNA
-17,7,nonDRNA
-49,-2,nonDRNA
-31,1,nonDRNA
-68,10,nonDRNA
21,-15,nonDRNA
-79,3,nonDRNA
-64,5,nonDRNA
-24,-1,nonDRNA
-6,8,nonDRNA
-44,-21,nonDRNA
-10,16,nonDRNA
-43,3,nonDRNA
-38,2,nonDRNA
-30,-13,nonDRNA
-30,5,nonDRNA
-13,3,nonDRNA
0,3,nonDRNA
-35,4,nonDRNA
-20,-1,nonDRNA
-102,0,nonDRNA
-25,11,nonDRNA
-90,-1,nonDRNA
-47,-5,nonDRNA
-35,0,nonDRNA
-26,6,nonDRNA
-47,-2,nonDRNA
-60,-3,nonDRNA
-51,-1,nonDRNA
