Hydrophobicity,Polarity,Class
-50,-2,nonDRNA
-67,-2,nonDRNA
-18,-6,nonDRNA
-522,29,nonDRNA
-813,91,nonDRNA
-43,-9,nonDRNA
49,7,nonDRNA
-13,-8,nonDRNA
163,13,nonDRNA
-85,-4,nonDRNA
131,-35,nonDRNA
-20,9,nonDRNA
-206,43,nonDRNA
-67,18,nonDRNA
244,46,nonDRNA
-17,-10,nonDRNA
-27,-1,nonDRNA
-43,-24,nonDRNA
-66,13,nonDRNA
-45,14,nonDRNA
23,20,nonDRNA
19,17,nonDRNA
-48,-5,nonDRNA
-10,1,nonDRNA
-11,6,nonDRNA
-39,35,nonDRNA
-7,2,nonDRNA
-2,-1,nonDRNA
12,-3,nonDRNA
-67,9,nonDRNA
-30,-8,nonDRNA
-40,18,nonDRNA
68,-17,nonDRNA
-30,0,nonDRNA
5,7,nonDRNA
-68,-30,nonDRNA
29,14,nonDRNA
-15,8,nonDRNA
-18,9,nonDRNA
36,23,nonDRNA
4,22,nonDRNA
-46,-8,nonDRNA
8,11,nonDRNA
8,8,nonDRNA
-33,-9,nonDRNA
-3,8,nonDRNA
-44,8,nonDRNA
-23,3,nonDRNA
39,26,nonDRNA
-8,-1,nonDRNA
-242,17,nonDRNA
-91,1,nonDRNA
-115,8,nonDRNA
-13,0,nonDRNA
-215,27,nonDRNA
-32,18,nonDRNA
-18,-3,nonDRNA
96,1,nonDRNA
-17,-17,nonDRNA
-12,-4,nonDRNA
-71,13,nonDRNA
-29,4,nonDRNA
-29,0,nonDRNA
-31,-8,nonDRNA
-37,-2,nonDRNA
-15,-9,nonDRNA
-6,17,nonDRNA
-45,-11,nonDRNA
-21,8,nonDRNA
-22,3,nonDRNA
-39,-8,nonDRNA
-52,2,nonDRNA
-18,-1,nonDRNA
-30,-3,nonDRNA
-34,19,nonDRNA
-1,2,nonDRNA
-35,0,nonDRNA
-67,8,nonDRNA
-10,-1,nonDRNA
-62,-12,nonDRNA
-64,-1,nonDRNA
-15,11,nonDRNA
14,31,nonDRNA
3,10,nonDRNA
-36,7,nonDRNA
-36,-1,nonDRNA
-46,-1,nonDRNA
-63,-1,nonDRNA
435,-11,nonDRNA
922,-157,nonDRNA
-16,16,nonDRNA
-42,15,nonDRNA
-44,-11,nonDRNA
-26,10,nonDRNA
-157,4,nonDRNA
-22,3,nonDRNA
31,40,nonDRNA
-110,10,nonDRNA
-267,17,nonDRNA
-57,34,nonDRNA
-67,9,nonDRNA
-22,1,nonDRNA
-65,15,nonDRNA
-73,6,nonDRNA
-37,-3,nonDRNA
-5,-33,nonDRNA
-29,-25,nonDRNA
-29,10,nonDRNA
-3,10,nonDRNA
-22,4,nonDRNA
-15,8,nonDRNA
-15,8,nonDRNA
-26,-1,nonDRNA
-9,-2,nonDRNA
-4,-5,nonDRNA
3,5,nonDRNA
-1,-3,nonDRNA
-39,0,nonDRNA
-30,3,nonDRNA
-28,3,nonDRNA
12,6,nonDRNA
-8,-7,nonDRNA
-26,-1,nonDRNA
-48,-4,nonDRNA
-48,-4,nonDRNA
-3,4,nonDRNA
-91,-3,nonDRNA
-73,0,nonDRNA
2,7,nonDRNA
15,-10,nonDRNA
-21,7,nonDRNA
-73,12,nonDRNA
2,8,nonDRNA
-6,12,nonDRNA
-54,1,nonDRNA
-10,6,nonDRNA
-26,0,nonDRNA
-77,4,nonDRNA
-129,-36,nonDRNA
-64,0,nonDRNA
-52,-4,nonDRNA
-54,-4,nonDRNA
20,-4,nonDRNA
-50,2,nonDRNA
10,-3,nonDRNA
-6,5,nonDRNA
-58,5,nonDRNA
-50,-5,nonDRNA
1,18,nonDRNA
-13,2,nonDRNA
-14,12,nonDRNA
-18,13,nonDRNA
-27,8,nonDRNA
-36,3,nonDRNA
-47,7,nonDRNA
-20,6,nonDRNA
-58,19,nonDRNA
-69,1,nonDRNA
-55,14,nonDRNA
-42,28,nonDRNA
-102,10,nonDRNA
-41,24,nonDRNA
18,8,nonDRNA
-22,0,nonDRNA
-10,4,nonDRNA
-34,-10,nonDRNA
-57,9,nonDRNA
-74,20,nonDRNA
-28,0,nonDRNA
-29,4,nonDRNA
-44,8,nonDRNA
-26,6,nonDRNA
-89,13,nonDRNA
-82,10,nonDRNA
-8,13,nonDRNA
-65,10,nonDRNA
13,0,nonDRNA
68,-94,nonDRNA
-47,-7,nonDRNA
-2,-1,nonDRNA
-53,-14,nonDRNA
-29,-1,nonDRNA
76,2,nonDRNA
-33,-16,nonDRNA
-37,10,nonDRNA
-18,5,nonDRNA
-39,-26,nonDRNA
-73,5,nonDRNA
-144,33,nonDRNA
-70,-25,nonDRNA
-4,14,nonDRNA
-18,-2,nonDRNA
-26,7,nonDRNA
-19,2,nonDRNA
-57,0,nonDRNA
-94,-2,nonDRNA
-16,-3,nonDRNA
-102,7,nonDRNA
-71,4,nonDRNA
-9,1,nonDRNA
-21,11,nonDRNA
-19,13,nonDRNA
-10,1,nonDRNA
-54,3,nonDRNA
-81,4,nonDRNA
8,15,nonDRNA
-12,-11,nonDRNA
-768,46,nonDRNA
-124,1,nonDRNA
-73,1,nonDRNA
-63,20,nonDRNA
-70,20,nonDRNA
-92,-10,nonDRNA
-113,4,nonDRNA
-6,-5,nonDRNA
-2,-1,nonDRNA
-67,11,nonDRNA
-226,33,nonDRNA
-30,14,nonDRNA
-20,2,nonDRNA
-37,-5,nonDRNA
-56,2,nonDRNA
-41,5,nonDRNA
-100,8,nonDRNA
-100,1,nonDRNA
-151,4,nonDRNA
2,0,nonDRNA
-87,7,nonDRNA
-95,7,nonDRNA
-128,54,nonDRNA
-188,41,nonDRNA
-77,8,nonDRNA
-203,44,nonDRNA
-196,33,nonDRNA
-155,49,nonDRNA
-203,40,nonDRNA
-203,40,nonDRNA
-221,40,nonDRNA
-93,7,nonDRNA
-218,40,nonDRNA
-212,43,nonDRNA
-218,41,nonDRNA
-216,48,nonDRNA
-2,23,nonDRNA
-54,49,nonDRNA
-16,-37,nonDRNA
-88,50,nonDRNA
-128,-5,nonDRNA
-11,14,nonDRNA
-40,9,nonDRNA
-105,-21,nonDRNA
-21,-4,nonDRNA
-3,5,nonDRNA
-21,4,nonDRNA
-13,5,nonDRNA
-18,-8,nonDRNA
-33,-6,nonDRNA
-26,6,nonDRNA
-18,7,nonDRNA
-45,9,nonDRNA
-6,0,nonDRNA
4,-3,nonDRNA
-1,10,nonDRNA
-61,5,nonDRNA
-43,-2,nonDRNA
-52,0,nonDRNA
58,17,nonDRNA
-18,4,nonDRNA
-19,-1,nonDRNA
58,7,nonDRNA
-63,6,nonDRNA
-50,5,nonDRNA
-37,-4,nonDRNA
-4,7,nonDRNA
-4,11,nonDRNA
3,12,nonDRNA
-38,-2,nonDRNA
59,6,nonDRNA
76,9,nonDRNA
-28,-5,nonDRNA
-13,34,nonDRNA
-59,1,nonDRNA
12,14,nonDRNA
-57,11,nonDRNA
-61,-5,nonDRNA
-12,0,nonDRNA
37,9,nonDRNA
-11,7,nonDRNA
-58,7,nonDRNA
-75,13,nonDRNA
-19,-7,nonDRNA
-16,-2,nonDRNA
-101,12,nonDRNA
-5,-3,nonDRNA
-27,11,nonDRNA
-31,-5,nonDRNA
-52,5,nonDRNA
-13,1,nonDRNA
-5,3,nonDRNA
0,3,nonDRNA
0,3,nonDRNA
-11,4,nonDRNA
-109,-16,nonDRNA
0,4,nonDRNA
-6,18,nonDRNA
-55,1,nonDRNA
-2,-2,nonDRNA
-25,1,nonDRNA
-52,-16,nonDRNA
-17,-1,nonDRNA
-13,-1,nonDRNA
-32,11,nonDRNA
-620,20,nonDRNA
-23,-8,nonDRNA
-129,-1,nonDRNA
-20,5,nonDRNA
15,-10,nonDRNA
-37,-22,nonDRNA
-42,-3,nonDRNA
-7,7,nonDRNA
-9,7,nonDRNA
-37,11,nonDRNA
-27,6,nonDRNA
-11,6,nonDRNA
-31,0,nonDRNA
-44,24,nonDRNA
-64,-4,nonDRNA
-72,-25,nonDRNA
1,-9,nonDRNA
11,-5,nonDRNA
33,-48,nonDRNA
-46,-9,nonDRNA
-3,4,nonDRNA
-65,-1,nonDRNA
-18,2,nonDRNA
-39,5,nonDRNA
-77,-9,nonDRNA
-51,7,nonDRNA
-10,10,nonDRNA
-40,0,nonDRNA
-132,-7,nonDRNA
-149,-7,nonDRNA
-12,-11,nonDRNA
2,-22,nonDRNA
-24,-1,nonDRNA
46,-7,nonDRNA
-180,15,nonDRNA
19,-7,nonDRNA
10,0,nonDRNA
39,-1,nonDRNA
-64,5,nonDRNA
-59,3,nonDRNA
-121,-3,nonDRNA
-77,-17,nonDRNA
-22,1,nonDRNA
-30,6,nonDRNA
-62,13,nonDRNA
5,-3,nonDRNA
-38,4,nonDRNA
70,2,nonDRNA
-8,2,nonDRNA
-22,1,nonDRNA
-48,3,nonDRNA
-16,-3,nonDRNA
-109,0,nonDRNA
-38,0,nonDRNA
113,25,nonDRNA
-12,-3,nonDRNA
-41,13,nonDRNA
-60,6,nonDRNA
-73,14,nonDRNA
-35,17,nonDRNA
-48,4,nonDRNA
-76,-1,nonDRNA
-34,-2,nonDRNA
-13,-8,nonDRNA
-62,-5,nonDRNA
-29,9,nonDRNA
-15,3,nonDRNA
-16,6,nonDRNA
-37,11,nonDRNA
-3,-12,nonDRNA
-8,6,nonDRNA
15,2,nonDRNA
-104,16,nonDRNA
-20,15,nonDRNA
-43,6,nonDRNA
-5,-2,nonDRNA
-28,1,nonDRNA
-99,14,nonDRNA
-33,-2,nonDRNA
-2,-12,nonDRNA
-28,-8,nonDRNA
-37,-40,nonDRNA
-150,7,nonDRNA
-148,8,nonDRNA
-81,9,nonDRNA
-31,19,nonDRNA
-105,9,nonDRNA
-106,9,nonDRNA
-45,15,nonDRNA
-71,10,nonDRNA
4,8,nonDRNA
0,15,nonDRNA
-13,-3,nonDRNA
-55,1,nonDRNA
-41,6,nonDRNA
-91,-1,nonDRNA
-42,6,nonDRNA
-96,23,nonDRNA
-9,2,nonDRNA
-183,8,nonDRNA
-3,1,nonDRNA
-28,29,nonDRNA
-24,9,nonDRNA
-18,1,nonDRNA
-118,-11,nonDRNA
-110,9,nonDRNA
-64,-7,nonDRNA
-66,0,nonDRNA
-21,14,nonDRNA
-23,13,nonDRNA
-21,14,nonDRNA
-19,13,nonDRNA
-19,14,nonDRNA
137,26,nonDRNA
0,-9,nonDRNA
-6,3,nonDRNA
-1,-5,nonDRNA
-76,1,nonDRNA
-11,-6,nonDRNA
53,-14,nonDRNA
-17,7,nonDRNA
-25,4,nonDRNA
-157,23,nonDRNA
-5,15,nonDRNA
-52,4,nonDRNA
-56,-4,nonDRNA
-71,-1,nonDRNA
65,31,nonDRNA
-55,0,nonDRNA
-55,-23,nonDRNA
14,32,nonDRNA
2,5,nonDRNA
28,3,nonDRNA
-45,1,nonDRNA
-42,10,nonDRNA
-75,4,nonDRNA
-53,6,nonDRNA
-46,7,nonDRNA
-14,0,nonDRNA
-108,11,nonDRNA
-143,13,nonDRNA
-33,0,nonDRNA
-34,0,nonDRNA
-45,0,nonDRNA
-61,17,nonDRNA
-61,11,nonDRNA
-37,6,nonDRNA
-180,13,nonDRNA
-22,-22,nonDRNA
-34,-41,nonDRNA
-76,4,nonDRNA
14,-8,nonDRNA
-34,24,nonDRNA
-31,23,nonDRNA
53,-15,nonDRNA
-45,26,nonDRNA
-160,97,nonDRNA
-5,1,nonDRNA
-34,6,nonDRNA
-78,-8,nonDRNA
4,1,nonDRNA
7,2,nonDRNA
-2,-10,nonDRNA
-46,30,nonDRNA
-52,32,nonDRNA
4,2,nonDRNA
-86,19,nonDRNA
8,26,nonDRNA
-137,70,nonDRNA
2,9,nonDRNA
-20,3,nonDRNA
-12,-2,nonDRNA
-4,0,nonDRNA
-4,4,nonDRNA
-13,2,nonDRNA
7,1,nonDRNA
-66,-6,nonDRNA
-30,-22,nonDRNA
2,-1,nonDRNA
3,8,nonDRNA
-6,31,nonDRNA
-92,15,nonDRNA
-169,-7,nonDRNA
-31,-5,nonDRNA
6,0,nonDRNA
-8,13,nonDRNA
-14,-6,nonDRNA
-63,5,nonDRNA
12,13,nonDRNA
-101,17,nonDRNA
-12,33,nonDRNA
-67,-6,nonDRNA
-11,6,nonDRNA
-16,15,nonDRNA
-72,46,nonDRNA
-10,16,nonDRNA
-61,4,nonDRNA
85,3,nonDRNA
-69,12,nonDRNA
7,5,nonDRNA
-61,4,nonDRNA
-36,13,nonDRNA
-5,2,nonDRNA
-3,3,nonDRNA
-4,-5,nonDRNA
-38,-5,nonDRNA
-56,9,nonDRNA
-12,17,nonDRNA
-52,2,nonDRNA
-42,5,nonDRNA
-24,2,nonDRNA
-22,-3,nonDRNA
-85,-30,nonDRNA
-32,-2,nonDRNA
-20,17,nonDRNA
-8,5,nonDRNA
-21,9,nonDRNA
-78,4,nonDRNA
-38,9,nonDRNA
-28,15,nonDRNA
-73,1,nonDRNA
-31,3,nonDRNA
-217,31,nonDRNA
-237,36,nonDRNA
-229,34,nonDRNA
-231,36,nonDRNA
-223,37,nonDRNA
-229,35,nonDRNA
47,11,nonDRNA
25,-6,nonDRNA
-161,-1,nonDRNA
-55,-6,nonDRNA
-16,13,nonDRNA
-39,-32,nonDRNA
-68,13,nonDRNA
335,96,nonDRNA
-12,8,nonDRNA
26,20,nonDRNA
-21,11,nonDRNA
-52,7,nonDRNA
-78,0,nonDRNA
-84,-2,nonDRNA
-34,0,nonDRNA
-21,0,nonDRNA
-91,-15,nonDRNA
-35,4,nonDRNA
-64,6,nonDRNA
-34,3,nonDRNA
-9,-10,nonDRNA
-22,-7,nonDRNA
-7,9,nonDRNA
-29,5,nonDRNA
-74,10,nonDRNA
-34,17,nonDRNA
-17,3,nonDRNA
-81,10,nonDRNA
-77,29,nonDRNA
-69,7,nonDRNA
-55,-7,nonDRNA
8,0,nonDRNA
-23,-39,nonDRNA
-39,4,nonDRNA
-71,24,nonDRNA
-33,-2,nonDRNA
-15,3,nonDRNA
-16,16,nonDRNA
-21,-7,nonDRNA
-90,15,nonDRNA
-91,11,nonDRNA
106,48,nonDRNA
-19,3,nonDRNA
-24,-7,nonDRNA
-37,3,nonDRNA
-10,0,nonDRNA
-8,-1,nonDRNA
-13,1,nonDRNA
-13,-3,nonDRNA
-21,0,nonDRNA
-7,-3,nonDRNA
-36,-2,nonDRNA
16,-2,nonDRNA
-16,2,nonDRNA
-70,17,nonDRNA
-16,6,nonDRNA
1,2,nonDRNA
-19,-8,nonDRNA
13,10,nonDRNA
-158,5,nonDRNA
-26,-1,nonDRNA
-103,8,nonDRNA
-4,5,nonDRNA
-15,3,nonDRNA
-75,8,nonDRNA
-40,0,nonDRNA
-59,29,nonDRNA
-69,18,nonDRNA
-13,6,nonDRNA
-43,-2,nonDRNA
-71,19,nonDRNA
-44,-8,nonDRNA
-24,12,nonDRNA
-67,-1,nonDRNA
-41,5,nonDRNA
-80,-1,nonDRNA
-6,7,nonDRNA
-48,-1,nonDRNA
56,7,nonDRNA
-46,-2,nonDRNA
-46,-3,nonDRNA
-122,7,nonDRNA
-11,-10,nonDRNA
8,1,nonDRNA
-55,8,nonDRNA
-19,-4,nonDRNA
-1,-2,nonDRNA
-22,-6,nonDRNA
3,-12,nonDRNA
-4,12,nonDRNA
-12,2,nonDRNA
4,-8,nonDRNA
-86,11,nonDRNA
-69,-7,nonDRNA
-212,-9,nonDRNA
-57,5,nonDRNA
-8,5,nonDRNA
-34,4,nonDRNA
-103,7,nonDRNA
-50,-13,nonDRNA
-87,-2,nonDRNA
-98,8,nonDRNA
-29,1,nonDRNA
-37,-3,nonDRNA
-19,-14,nonDRNA
-40,8,nonDRNA
-33,-20,nonDRNA
-37,3,nonDRNA
-45,15,nonDRNA
112,61,nonDRNA
-67,-8,nonDRNA
-2,9,nonDRNA
-6,8,nonDRNA
-9,8,nonDRNA
-9,14,nonDRNA
-60,1,nonDRNA
1,14,nonDRNA
-100,-3,nonDRNA
-19,2,nonDRNA
-68,12,nonDRNA
-76,-6,nonDRNA
-20,-10,nonDRNA
-4,5,nonDRNA
-60,3,nonDRNA
-77,3,nonDRNA
-35,3,nonDRNA
8,17,nonDRNA
-38,-10,nonDRNA
-57,-1,nonDRNA
0,11,nonDRNA
-66,11,nonDRNA
-20,2,nonDRNA
-53,4,nonDRNA
-42,6,nonDRNA
-13,5,nonDRNA
20,18,nonDRNA
-22,12,nonDRNA
-36,3,nonDRNA
-16,-3,nonDRNA
-60,2,nonDRNA
-66,10,nonDRNA
-27,10,nonDRNA
-32,5,nonDRNA
-44,12,nonDRNA
-79,20,nonDRNA
54,16,nonDRNA
2,2,nonDRNA
-51,12,nonDRNA
6,-23,nonDRNA
-64,2,nonDRNA
-64,14,nonDRNA
2,14,nonDRNA
-78,-3,nonDRNA
-40,8,nonDRNA
-40,7,nonDRNA
7,4,nonDRNA
-7,2,nonDRNA
-91,-12,nonDRNA
-3,-2,nonDRNA
-71,15,nonDRNA
-128,11,nonDRNA
-95,17,nonDRNA
-39,10,nonDRNA
-26,4,nonDRNA
-26,7,nonDRNA
-52,11,nonDRNA
-20,26,nonDRNA
-17,9,nonDRNA
3,6,nonDRNA
144,19,nonDRNA
-87,-24,nonDRNA
-166,32,nonDRNA
-25,6,nonDRNA
-46,-7,nonDRNA
-33,6,nonDRNA
-22,3,nonDRNA
-57,7,nonDRNA
-39,-8,nonDRNA
-78,-10,nonDRNA
-37,5,nonDRNA
-32,-2,nonDRNA
-49,2,nonDRNA
-90,6,nonDRNA
-39,6,nonDRNA
-32,7,nonDRNA
10,-2,nonDRNA
-22,9,nonDRNA
-55,2,nonDRNA
-7,-4,nonDRNA
-29,6,nonDRNA
-38,3,nonDRNA
-88,17,nonDRNA
-112,7,nonDRNA
-25,8,nonDRNA
-25,-9,nonDRNA
77,19,nonDRNA
-3,-1,nonDRNA
-89,-2,nonDRNA
25,3,nonDRNA
-48,-4,nonDRNA
33,15,nonDRNA
-53,-3,nonDRNA
-26,11,nonDRNA
5,3,nonDRNA
-149,8,nonDRNA
-61,1,nonDRNA
-43,13,nonDRNA
-34,4,nonDRNA
-28,-15,nonDRNA
-11,0,nonDRNA
-50,-8,nonDRNA
-3,0,nonDRNA
0,3,nonDRNA
-1,1,nonDRNA
-265,7,nonDRNA
-58,0,nonDRNA
-76,5,nonDRNA
-32,-3,nonDRNA
-54,0,nonDRNA
-83,5,nonDRNA
-63,2,nonDRNA
-76,7,nonDRNA
-85,6,nonDRNA
-28,-2,nonDRNA
-41,-2,nonDRNA
-26,-6,nonDRNA
-101,2,nonDRNA
60,2,nonDRNA
0,6,nonDRNA
-31,2,nonDRNA
1,-30,nonDRNA
-37,-1,nonDRNA
-43,1,nonDRNA
-28,0,nonDRNA
-79,9,nonDRNA
26,5,nonDRNA
-40,6,nonDRNA
-16,23,nonDRNA
-44,3,nonDRNA
-28,3,nonDRNA
-21,-3,nonDRNA
-31,-14,nonDRNA
-56,-6,nonDRNA
-34,-1,nonDRNA
-13,2,nonDRNA
-51,-6,nonDRNA
-72,0,nonDRNA
9,8,nonDRNA
0,4,nonDRNA
0,2,nonDRNA
-53,0,nonDRNA
-6,2,nonDRNA
-21,2,nonDRNA
-51,-3,nonDRNA
-192,36,nonDRNA
-11,-3,nonDRNA
-20,9,nonDRNA
-44,4,nonDRNA
-62,3,nonDRNA
-25,-1,nonDRNA
-13,16,nonDRNA
-10,-4,nonDRNA
1,8,nonDRNA
-50,-7,nonDRNA
-93,5,nonDRNA
-33,9,nonDRNA
-2,-3,nonDRNA
-19,-14,nonDRNA
-62,-1,nonDRNA
-24,0,nonDRNA
-39,-2,nonDRNA
-36,-4,nonDRNA
-31,17,nonDRNA
-15,4,nonDRNA
-19,2,nonDRNA
-38,-7,nonDRNA
1,4,nonDRNA
-21,4,nonDRNA
-4,8,nonDRNA
-86,-3,nonDRNA
-17,5,nonDRNA
-42,2,nonDRNA
-18,1,nonDRNA
-4,7,nonDRNA
-82,12,nonDRNA
-40,6,nonDRNA
-10,4,nonDRNA
-63,-5,nonDRNA
-42,1,nonDRNA
-5,-5,nonDRNA
-36,-9,nonDRNA
-58,-1,nonDRNA
-26,3,nonDRNA
-69,6,nonDRNA
-36,30,nonDRNA
-52,-2,nonDRNA
-37,2,nonDRNA
-52,4,nonDRNA
5,5,nonDRNA
-89,-9,nonDRNA
-52,0,nonDRNA
-70,4,nonDRNA
-79,25,nonDRNA
-61,4,nonDRNA
-35,-2,nonDRNA
-40,0,nonDRNA
-64,7,nonDRNA
194,29,nonDRNA
74,-1,nonDRNA
-28,-7,nonDRNA
8,-2,nonDRNA
2,6,nonDRNA
-6,-10,nonDRNA
-41,1,nonDRNA
-31,-2,nonDRNA
-60,1,nonDRNA
-53,6,nonDRNA
113,52,nonDRNA
-54,-12,nonDRNA
-56,-1,nonDRNA
-25,-9,nonDRNA
-5,5,nonDRNA
21,-1,nonDRNA
30,24,nonDRNA
-7,-3,nonDRNA
-16,4,nonDRNA
-82,14,nonDRNA
-41,5,nonDRNA
-20,0,nonDRNA
-96,3,nonDRNA
-34,-6,nonDRNA
-56,-6,nonDRNA
-34,4,nonDRNA
-62,2,nonDRNA
-57,0,nonDRNA
-13,10,nonDRNA
-32,16,nonDRNA
-33,7,nonDRNA
15,1,nonDRNA
-25,-7,nonDRNA
-14,-3,nonDRNA
-62,-5,nonDRNA
-18,-4,nonDRNA
-47,4,nonDRNA
-179,4,nonDRNA
-30,-3,nonDRNA
9,3,nonDRNA
-2,-3,nonDRNA
-33,12,nonDRNA
-83,1,nonDRNA
-12,1,nonDRNA
-191,10,nonDRNA
-10,9,nonDRNA
-75,7,nonDRNA
-8,-1,nonDRNA
-91,7,nonDRNA
-28,-5,nonDRNA
-67,-17,nonDRNA
-47,-3,nonDRNA
-44,7,nonDRNA
-23,-7,nonDRNA
-54,-11,nonDRNA
-10,3,nonDRNA
-86,-17,nonDRNA
-73,-4,nonDRNA
-60,4,nonDRNA
-69,20,nonDRNA
-78,-7,nonDRNA
-46,-14,nonDRNA
-16,1,nonDRNA
-18,5,nonDRNA
-120,-8,nonDRNA
20,14,nonDRNA
-25,3,nonDRNA
-71,2,nonDRNA
-33,3,nonDRNA
-10,1,nonDRNA
-28,28,nonDRNA
-43,-25,nonDRNA
-11,-5,nonDRNA
-37,-4,nonDRNA
-21,6,nonDRNA
-78,10,nonDRNA
-25,3,nonDRNA
-88,12,nonDRNA
-55,2,nonDRNA
-66,-1,nonDRNA
-47,1,nonDRNA
66,28,nonDRNA
-22,-4,nonDRNA
-46,11,nonDRNA
-95,-15,nonDRNA
-24,-5,nonDRNA
-16,9,nonDRNA
-82,-4,nonDRNA
-83,-13,nonDRNA
-101,11,nonDRNA
-52,-6,nonDRNA
-17,3,nonDRNA
-41,-6,nonDRNA
-71,3,nonDRNA
-39,-1,nonDRNA
-18,2,nonDRNA
-24,0,nonDRNA
-126,39,nonDRNA
-73,3,nonDRNA
-39,13,nonDRNA
-38,3,nonDRNA
-12,7,nonDRNA
-11,-15,nonDRNA
-32,11,nonDRNA
-8,-4,nonDRNA
-56,2,nonDRNA
-14,4,nonDRNA
-13,2,nonDRNA
-27,2,nonDRNA
-15,4,nonDRNA
-16,-1,nonDRNA
-47,-8,nonDRNA
-22,-4,nonDRNA
-57,6,nonDRNA
-15,4,nonDRNA
-16,5,nonDRNA
14,4,nonDRNA
-16,-5,nonDRNA
-22,2,nonDRNA
-24,3,nonDRNA
-16,1,nonDRNA
-72,3,nonDRNA
-80,-5,nonDRNA
19,-1,nonDRNA
-87,4,nonDRNA
-47,6,nonDRNA
-3,2,nonDRNA
7,6,nonDRNA
-56,18,nonDRNA
-70,-2,nonDRNA
-48,1,nonDRNA
-51,-5,nonDRNA
-42,8,nonDRNA
-86,15,nonDRNA
-19,-7,nonDRNA
2,10,nonDRNA
-10,3,nonDRNA
-27,10,nonDRNA
-32,4,nonDRNA
-15,13,nonDRNA
-23,11,nonDRNA
-55,-13,nonDRNA
-43,5,nonDRNA
-33,2,nonDRNA
-23,1,nonDRNA
-95,2,nonDRNA
-44,-13,nonDRNA
-140,4,nonDRNA
-171,25,nonDRNA
-58,10,nonDRNA
-60,9,nonDRNA
-32,18,nonDRNA
-20,-6,nonDRNA
-30,-1,nonDRNA
-47,-3,nonDRNA
-108,-12,nonDRNA
30,-3,nonDRNA
-62,4,nonDRNA
-72,10,nonDRNA
-66,9,nonDRNA
-4,2,nonDRNA
-16,7,nonDRNA
-31,2,nonDRNA
-16,-7,nonDRNA
-99,-3,nonDRNA
-24,5,nonDRNA
4,-7,nonDRNA
-62,-9,nonDRNA
-63,3,nonDRNA
-32,14,nonDRNA
-41,17,nonDRNA
-7,0,nonDRNA
48,-7,nonDRNA
15,7,nonDRNA
14,-3,nonDRNA
-14,12,nonDRNA
-51,4,nonDRNA
-83,-7,nonDRNA
-32,1,nonDRNA
-41,1,nonDRNA
-22,-17,nonDRNA
199,11,nonDRNA
8,7,nonDRNA
-76,0,nonDRNA
32,3,nonDRNA
6,40,nonDRNA
-42,12,nonDRNA
-112,25,nonDRNA
-36,-30,nonDRNA
-36,1,nonDRNA
-42,-3,nonDRNA
-10,15,nonDRNA
-18,-8,nonDRNA
-6,6,nonDRNA
16,10,nonDRNA
-26,6,nonDRNA
-43,-11,nonDRNA
87,13,nonDRNA
-27,-1,nonDRNA
-69,6,nonDRNA
-43,0,nonDRNA
-9,0,nonDRNA
-37,0,nonDRNA
-42,3,nonDRNA
0,-4,nonDRNA
3,10,nonDRNA
-23,-8,nonDRNA
-7,-28,nonDRNA
-28,2,nonDRNA
-13,4,nonDRNA
-33,2,nonDRNA
-22,2,nonDRNA
47,19,nonDRNA
-33,4,nonDRNA
-40,-7,nonDRNA
-48,18,nonDRNA
-46,19,nonDRNA
-25,-3,nonDRNA
-53,-3,nonDRNA
-57,10,nonDRNA
-32,2,nonDRNA
-48,-2,nonDRNA
14,-16,nonDRNA
-104,-36,nonDRNA
-53,1,nonDRNA
-32,14,nonDRNA
15,7,nonDRNA
9,10,nonDRNA
-4,-11,nonDRNA
-5,-10,nonDRNA
-35,-1,nonDRNA
-87,9,nonDRNA
-104,7,nonDRNA
-47,-3,nonDRNA
-42,-6,nonDRNA
-23,9,nonDRNA
-50,-4,nonDRNA
24,-5,nonDRNA
-76,-32,nonDRNA
-36,5,nonDRNA
-30,7,nonDRNA
-5,5,nonDRNA
-6,-7,nonDRNA
-18,6,nonDRNA
-98,-12,nonDRNA
-39,2,nonDRNA
-7,10,nonDRNA
-49,-11,nonDRNA
-19,19,nonDRNA
-75,-1,nonDRNA
-61,6,nonDRNA
-2,16,nonDRNA
-33,-1,nonDRNA
-31,8,nonDRNA
-94,0,nonDRNA
-10,-2,nonDRNA
-41,3,nonDRNA
18,0,nonDRNA
-40,2,nonDRNA
-21,-3,nonDRNA
-21,-10,nonDRNA
-28,14,nonDRNA
-59,3,nonDRNA
-56,16,nonDRNA
-1,2,nonDRNA
-34,-1,nonDRNA
-19,3,nonDRNA
-88,0,nonDRNA
-86,-1,nonDRNA
-32,2,nonDRNA
-34,-9,nonDRNA
-83,-3,nonDRNA
-32,-2,nonDRNA
-52,8,nonDRNA
-43,-11,nonDRNA
-78,4,nonDRNA
-10,-2,nonDRNA
-97,0,nonDRNA
-14,6,nonDRNA
-124,0,nonDRNA
-73,-5,nonDRNA
-56,-5,nonDRNA
-13,1,nonDRNA
-79,1,nonDRNA
-34,-12,nonDRNA
-20,4,nonDRNA
-30,3,nonDRNA
-22,0,nonDRNA
-26,2,nonDRNA
-40,10,nonDRNA
-48,-10,nonDRNA
-33,1,nonDRNA
-50,-2,nonDRNA
-32,3,nonDRNA
-6,-11,nonDRNA
-34,4,nonDRNA
-43,0,nonDRNA
-29,13,nonDRNA
-75,3,nonDRNA
2,1,nonDRNA
